THIS IS A SAMPLE DATA SET TO SHOW THE STRUCTURE OF THE OUTPUT 

Phase,Trial,Cue,Target,Type,Response,Accuracy,Confidence,RT,Context,Identification,Gist
FinalRecall,33,Crown,92.jpg,bystander,,1.0,1.0,0.47438880000117933,control,0.0,0.2
FinalRecall,34,Jupiter,8.jpg,think,,1.0,1.0,0.2728616999993392,,0.0,0.2
FinalRecall,35,Compass,7.jpg,think,,1.0,1.0,0.3015806999992492,,0.0,0.2
FinalRecall,36,Cradle,100.jpg,bystander,,1.0,1.0,0.2808359000009659,control,0.0,0.2
FinalRecall,37,Camera,12.jpg,think,,1.0,1.0,0.2964455999990605,,0.0,0.2
FinalRecall,38,Rocket,83.jpg,bystander,,1.0,1.0,1.2416004999995494,nothink,0.0,0.2
FinalRecall,39,Pepper,23.jpg,nothink,,1.0,1.0,0.3015390999989904,,0.0,0.2
FinalRecall,40,Candle,85.jpg,bystander,,1.0,1.0,0.3279134999993403,think,0.0,0.2
FinalRecall,41,Crayon,60.jpg,baseline,,1.0,1.0,0.4027513999990333,,0.0,0.2
FinalRecall,42,Lemonade,13.jpg,think,,1.0,1.0,0.37863019999895187,,0.0,0.2
FinalRecall,43,Balloon,104.jpg,bystander,,1.0,1.0,0.2928980999986379,nothink,0.0,0.2
FinalRecall,44,Teapot,26.jpg,nothink,,1.0,1.0,0.2598925000002055,,0.0,0.2
FinalRecall,45,Temple,88.jpg,bystander,,1.0,1.0,0.6841469000009965,think,0.0,0.2
FinalRecall,46,Marathon,18.jpg,think,,1.0,1.0,0.5331964999986667,,0.0,0.2
FinalRecall,47,Puzzle,32.jpg,nothink,,1.0,1.0,0.2472221999996691,,0.0,0.2
FinalRecall,48,Whistle,35.jpg,nothink,,1.0,1.0,0.29088430000047083,,0.0,0.2
FinalRecall,49,Jazz,16.jpg,think,,1.0,1.0,0.2899928999995609,,0.0,0.2
FinalRecall,50,Firework,94.jpg,bystander,,1.0,1.0,0.41396589999931166,think,0.0,0.2
FinalRecall,51,Raincoat,29.jpg,nothink,,1.0,1.0,1.4062017999985983,,0.0,0.2
FinalRecall,52,Oxygen,55.jpg,baseline,,1.0,1.0,0.44550379999964207,,0.0,0.2
FinalRecall,53,Lantern,81.jpg,bystander,,1.0,1.0,0.37761020000107237,control,0.0,0.2
FinalRecall,54,Carpet,34.jpg,nothink,,1.0,1.0,0.47565169999870704,,0.0,0.2
FinalRecall,55,Paperclip,46.jpg,baseline,,1.0,1.0,0.4501255000013771,,0.0,0.2
FinalRecall,56,Dictionary,43.jpg,baseline,,1.0,1.0,0.3805449999999837,,0.0,0.2
FinalRecall,57,Sailboat,52.jpg,baseline,,1.0,1.0,0.5148430000008375,,0.0,0.2
FinalRecall,58,Microscope,41.jpg,baseline,,1.0,1.0,0.44853460000013,,0.0,0.2
FinalRecall,59,Lighthouse,33.jpg,nothink,,1.0,1.0,0.427714699999342,,0.0,0.2
FinalRecall,60,Mirror,24.jpg,nothink,,1.0,1.0,0.31714739999915764,,0.0,0.2
FinalRecall,61,Pencil,103.jpg,bystander,,1.0,1.0,0.3020708000003651,nothink,0.0,0.2
FinalRecall,62,Calculator,3.jpg,think,,1.0,1.0,0.4186768999988999,,0.0,0.2
FinalRecall,63,Anchor,50.jpg,baseline,,1.0,1.0,0.26745259999916016,,0.0,0.2
FinalRecall,64,Bicycle,9.jpg,think,,5.0,1.0,0.3069861000003584,,0.0,0.2
FinalRecall,65,Kangaroo,31.jpg,nothink,,1.0,1.0,0.3402019000004657,,0.0,0.2
FinalRecall,66,Locket,110.jpg,bystander,,1.0,1.0,0.41779849999875296,control,0.0,0.2
FinalRecall,67,Tunnel,87.jpg,bystander,,1.0,1.0,0.5184568000004219,nothink,0.0,0.2
FinalRecall,68,Windmill,57.jpg,baseline,,1.0,1.0,0.3685029999996914,,0.0,0.2
FinalRecall,69,Bucket,96.jpg,bystander,,1.0,1.0,0.4187383000007685,control,0.0,0.2
FinalRecall,70,Trophy,91.jpg,bystander,,1.0,1.0,0.437310700001035,nothink,0.0,0.2
FinalRecall,71,Moxie,22.jpg,nothink,,1.0,1.0,1.1268470999984856,,0.0,0.2
FinalRecall,72,Igloo,101.jpg,bystander,,1.0,1.0,0.4759615000002668,control,0.0,0.2
FinalRecall,73,Galaxy,1.jpg,think,,5.0,1.0,0.42636400000083086,,0.0,0.2
FinalRecall,74,Bread,4.jpg,think,,1.0,1.0,0.45805339999969874,,0.0,0.2
FinalRecall,75,Snowflake,53.jpg,baseline,,1.0,1.0,0.38616320000073756,,0.0,0.2
FinalRecall,76,Volleyball,39.jpg,nothink,,1.0,1.0,0.35398350000104983,,0.0,0.2
FinalRecall,77,Hammock,45.jpg,baseline,,1.0,1.0,0.35974809999970603,,0.0,0.2
FinalRecall,78,Tornado,105.jpg,bystander,,1.0,1.0,0.33536520000052406,think,0.0,0.2
FinalRecall,79,Calendar,37.jpg,nothink,,1.0,1.0,0.623218500000803,,0.0,0.2
FinalRecall,80,Bottle,58.jpg,baseline,,1.0,1.0,0.605177299999923,,0.0,0.2
FinalRecall,81,Magnet,102.jpg,bystander,,1.0,1.0,0.3548825999987457,control,0.0,0.2
FinalRecall,82,Siren,109.jpg,bystander,,1.0,1.0,0.29228280000097584,control,0.0,0.2
FinalRecall,83,Mushroom,59.jpg,baseline,,1.0,1.0,0.23771669999950973,,0.0,0.2
FinalRecall,84,Pyramid,10.jpg,think,,1.0,1.0,0.2644467000009172,,0.0,0.2
FinalRecall,85,Chocolate,51.jpg,baseline,,1.0,1.0,0.34198709999873245,,0.0,0.2
FinalRecall,86,Chainsaw,93.jpg,bystander,,1.0,1.0,0.261921600000278,nothink,0.0,0.2
FinalRecall,87,Umbrella,2.jpg,think,,1.0,1.0,0.28425269999934244,,0.0,0.2
FinalRecall,88,Shovel,90.jpg,bystander,,1.0,1.0,0.2588331000006292,nothink,0.0,0.2
FinalRecall,89,Whirlpool,56.jpg,baseline,,1.0,1.0,0.30070940000041446,,0.0,0.2
FinalRecall,90,Melody,47.jpg,baseline,,1.0,1.0,0.32321090000004915,,0.0,0.2
